id,user_id,name,url,site_id,onesignal_app_id,status,expires_at,subscriber_count,created_at,updated_at,logo_url
3fa54f29-b4a7-463e-abc8-e071777c6e7d,usuario8f81263a-b753-4c62-a504-14dee864c957,Juano,https://juanococina.uy,y70tplqd4an,,active,,13,2025-08-08 13:37:53.765+00,2025-08-08 15:54:08.223598+00,
c5084858-dce0-4bd9-b9af-60ad65f94de3,usuario8f81263a-b753-4c62-a504-14dee864c957,Test Webcoders,https://www.webcoders.es,c670c8bcd133,f039b640-ae7f-4a46-881f-2390efef4829,active,,3,2025-08-06 16:53:14.834829+00,2025-08-08 15:53:36.553213+00,https://tse3.mm.bing.net/th/id/OIP.4dcJ_AHTJ81dikKbJ_xBtgHaGw?cb=thfc1&rs=1&pid=ImgDetMain&o=7&rm=3
